Strategy,Arms,Position_mean,Position_std,Exec_Time_mean,Exec_Time_std,Regret_Loss_mean,Regret_Loss_std,Correct_percent_true
RMED,5,1.2666666666666666,0.5832922809856746,0.07398545742034908,0.00732836176023234,57.29773456606599,14.435628685311807,80.0
RMED,10,1.6333333333333333,0.9643054793328016,0.5970556735992432,0.033566739387984684,188.45489515788412,52.28683474126877,63.33333333333333
RMED,20,2.433333333333333,1.75545127970055,4.096501874923706,0.18518978503583663,469.3501011461442,71.55907201431468,46.666666666666664
RMED,50,3.8333333333333335,3.779101638670532,46.43224789301554,1.1705455129521032,1349.2510229318236,125.37300986973975,33.33333333333333
RMED,100,5.033333333333333,4.468150379753569,450.4499130407969,8.63784078221142,3008.5307721575664,253.70283717250928,26.666666666666668
RMED,200,13.933333333333334,12.958643323342502,49.816566451390585,1.4394242746929877,8029.602199237638,471.17563820635576,3.3333333333333335
double_thompson,5,1.3,0.6512587281829569,0.010295605659484805,0.0005782952989170537,34.71191479213721,24.72230439734718,76.66666666666667
double_thompson,10,1.2333333333333334,0.6260623155792925,0.029063836733500117,0.0009998049865739178,89.43220868020043,34.355637583761215,83.33333333333334
double_thompson,20,1.8,1.3995073024658258,0.09038836956024165,0.012245639828710927,230.79608607299784,58.34570313676035,53.333333333333336
double_thompson,50,4.0,5.47092629111,0.4343558788299561,0.014125647478634774,728.0637757049622,123.32811038265841,33.33333333333333
double_thompson,100,5.866666666666666,7.700126883564226,3.272918939590454,0.1644241853055458,1497.3123027029694,119.99420761031315,36.666666666666664
double_thompson,200,12.333333333333334,15.888259237852187,12.401414314905802,0.6097061943115816,3124.5542250227136,261.54471473267324,16.666666666666664
epsilon_greedy,5,1.1,0.40257789993644877,0.005369202295939073,0.0004891948133710185,57.8738516092452,23.64495710241457,93.33333333333333
epsilon_greedy,10,1.7,1.600646421142796,0.011646572748819943,0.0017855348231286213,105.981010652872,51.054855572553215,76.66666666666667
epsilon_greedy,20,2.4,2.2065732521811685,0.02184377511342362,0.0009465263846764386,212.4154399338458,72.53909519345545,60.0
epsilon_greedy,50,6.266666666666667,7.258447318212371,0.06046295166015621,0.010423802877184212,520.5663042830178,121.96074536531235,30.0
epsilon_greedy,100,10.3,14.389052351916957,0.15564472675323485,0.052981410709157274,984.4929313110737,177.52576481984448,36.666666666666664
epsilon_greedy,200,31.4,35.39686329372255,0.6732799847920735,0.26363839828414226,1878.042091787913,268.5434120730833,16.666666666666664
halving_battle,5,1.4333333333333333,1.0063019815944516,0.0044158617655435835,0.0041397313485063815,36.108045534759604,26.80058213297202,80.0
halving_battle,10,2.1,2.17112715045625,0.010848466555277464,0.0005635161177314436,138.02246837421828,61.95821237160418,70.0
halving_battle,20,2.8333333333333335,3.2809096019384554,0.020158418019612587,0.001331904923078762,322.50775896300325,116.23403819413474,46.666666666666664
halving_battle,50,8.1,11.77182492517475,0.049860890706380154,0.007221607527781902,1020.2967792697622,185.58798506881325,23.333333333333332
halving_battle,100,11.133333333333333,19.69199615690797,0.22005924383799233,0.07295551329892931,2173.7722320475473,303.82309294430377,43.333333333333336
halving_battle,200,43.56666666666667,59.23284464769078,0.4298965851465861,0.1786765740135954,4486.626087061541,424.67945924077696,6.666666666666667
max_win_rate,5,1.9333333333333333,1.436790804568276,0.00538062254587805,0.0004842321253228233,62.682201525998956,41.12989634056129,66.66666666666666
max_win_rate,10,3.6333333333333333,2.9417720830318834,0.011170935630798283,0.0005398185682943723,159.71274400472967,159.19946268331822,40.0
max_win_rate,20,5.3,5.3314292578101865,0.023601309458414668,0.006721165462052092,200.22957503628615,138.41188285022125,40.0
max_win_rate,50,18.2,16.018093218133913,0.0590395847956339,0.008676592098246496,497.299105603838,371.6196482454157,23.333333333333332
max_win_rate,100,42.96666666666667,30.825966811846428,0.21941147645314532,0.10058895832293163,807.1199602277902,429.04143665475715,13.333333333333334
max_win_rate,200,71.1,57.51182786894872,0.9277257521947225,0.03860078865641571,1121.5858500856498,706.9701123275448,10.0
random,5,1.1,0.40257789993644877,0.004715998967488553,0.00047348795257912477,128.43920064706694,43.48917814422172,93.33333333333333
random,10,1.6333333333333333,1.3256965204630418,0.010408878326415953,0.003335269975943624,341.19240367974993,85.12545650008194,73.33333333333333
random,20,2.2666666666666666,1.7406565018610836,0.01902067661285395,0.0007040377034463224,735.2182627576734,95.13805905093542,43.333333333333336
random,50,5.066666666666666,5.105327395583162,0.04945991039276118,0.009094780653108153,1974.09246136737,124.79371441333168,30.0
random,100,10.9,10.812987082909718,0.21899303595225014,0.0718607711870361,3978.25228588272,313.38708602138706,6.666666666666667
random,200,18.2,15.641236391732876,0.5497288624445598,0.17325949531301144,8047.134378287417,381.8094356441373,13.333333333333334
thompson,5,1.0666666666666667,0.2537081317024624,0.007959246635436963,0.0006849534507633307,46.54829895819826,17.23758190523265,93.33333333333333
thompson,10,1.5,1.0085838484282525,0.020475339889526312,0.0007157860861476673,96.3853433802126,40.22882098078062,66.66666666666666
thompson,20,1.8666666666666667,2.0800088417141875,0.05749760468800859,0.012169997873343278,195.95940884141828,46.829130224904866,63.33333333333333
thompson,50,5.066666666666666,8.021236181852363,0.244292410214742,0.009233976509042709,656.2444293718987,126.04078219607216,40.0
thompson,100,6.0,6.878251582167246,1.7928345839182536,0.1540744356875051,1418.3126546821013,154.96307567711418,26.666666666666668
thompson,200,9.266666666666667,10.798893089294985,6.507187016805013,0.6571739230418265,3084.087397370363,202.79016314066754,26.666666666666668
ucb,5,1.1,0.3051285766293647,0.0072924216588337734,0.0009201319780491363,49.26282193212117,18.797951523424274,90.0
ucb,10,1.4666666666666666,1.0742546199601597,0.015288980801900184,0.0007178941397341671,142.17190027142016,35.675734023896474,76.66666666666667
ucb,20,2.033333333333333,1.7710961603468633,0.03196459611256912,0.003434407712967869,368.18077497228944,57.48058831177521,53.333333333333336
ucb,50,2.8333333333333335,3.238596261828021,0.08948760032653805,0.0161319668186717,1158.2294887505254,94.35039977142252,50.0
ucb,100,6.4,6.043520326021455,0.31615416208902997,0.12785851113129312,2499.917101405454,154.22659020470735,23.333333333333332
ucb,200,12.566666666666666,11.863253415871863,0.980616585413615,0.258613829583745,5444.680580027198,323.8500904186403,10.0
